dataset	package	graph_path	method	method_label	rank	score	etype	src	dst	suggested_level	suggested_rationale	evidence_level	annotator_note
osp	npm::cloud-message-sdks@0.0.1-security	artifacts/osp_all/npm::cloud-message-sdks@0.0.1-security.graph.pt	filtering	Filtering	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::cloud-message-sdks@0.0.1-security::proc::install	FILE:npm::cloud-message-sdks@0.0.1-security::file::tuf/package.json	contextual	File artifact is supporting context.		
osp	npm::cloud-message-sdks@0.0.1-security	artifacts/osp_all/npm::cloud-message-sdks@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::cloud-message-sdks@0.0.1-security::proc::install	FILE:npm::cloud-message-sdks@0.0.1-security::file::dist/target.js	contextual	File artifact is supporting context.		
osp	npm::cloud-message-sdks@0.0.1-security	artifacts/osp_all/npm::cloud-message-sdks@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::cloud-message-sdks@0.0.1-security::proc::install	FILE:npm::cloud-message-sdks@0.0.1-security::file::lib/optional-set.js	contextual	File artifact is supporting context.		
osp	npm::cloud-message-sdks@0.0.1-security	artifacts/osp_all/npm::cloud-message-sdks@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::cloud-message-sdks@0.0.1-security::proc::install	FILE:npm::cloud-message-sdks@0.0.1-security::file::witness/package.json	contextual	File artifact is supporting context.		
osp	npm::cloud-message-sdks@0.0.1-security	artifacts/osp_all/npm::cloud-message-sdks@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::cloud-message-sdks@0.0.1-security::proc::install	FILE:npm::cloud-message-sdks@0.0.1-security::file::lib/override-set.js	contextual	File artifact is supporting context.		
osp	npm::cloud-message-sdks@0.0.1-security	artifacts/osp_all/npm::cloud-message-sdks@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::cloud-message-sdks@0.0.1-security::proc::install	FILE:npm::cloud-message-sdks@0.0.1-security::file::tuf/package.json	contextual	File artifact is supporting context.		
osp	npm::com.google.play@2.0.0	artifacts/osp_all/npm::com.google.play@2.0.0.graph.pt	raw_explainer	Raw explainer	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::com.google.play@2.0.0::proc::install	FILE:npm::com.google.play@2.0.0::file::external/package.json	contextual	File artifact is supporting context.		
osp	npm::com.google.play@2.0.0	artifacts/osp_all/npm::com.google.play@2.0.0.graph.pt	raw_explainer	Raw explainer	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::com.google.play@2.0.0::proc::install	FILE:npm::com.google.play@2.0.0::file::tsa/client.js	contextual	File artifact is supporting context.		
osp	npm::com.google.play@2.0.0	artifacts/osp_all/npm::com.google.play@2.0.0.graph.pt	raw_explainer	Raw explainer	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::com.google.play@2.0.0::proc::install	FILE:npm::com.google.play@2.0.0::file::tsa/index.js	contextual	File artifact is supporting context.		
osp	npm::com.google.play@2.0.0	artifacts/osp_all/npm::com.google.play@2.0.0.graph.pt	raw_explainer	Raw explainer	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::com.google.play@2.0.0::proc::install	FILE:npm::com.google.play@2.0.0::file::dist/appdata.js	contextual	File artifact is supporting context.		
osp	npm::com.google.play@2.0.0	artifacts/osp_all/npm::com.google.play@2.0.0.graph.pt	raw_explainer	Raw explainer	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::com.google.play@2.0.0::proc::install	FILE:npm::com.google.play@2.0.0::file::tlog/client.js	contextual	File artifact is supporting context.		
osp	npm::com.google.play@2.0.0	artifacts/osp_all/npm::com.google.play@2.0.0.graph.pt	filtering	Filtering	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::com.google.play@2.0.0::proc::install	FILE:npm::com.google.play@2.0.0::file::external/package.json	contextual	File artifact is supporting context.		
osp	npm::com.google.play@2.0.0	artifacts/osp_all/npm::com.google.play@2.0.0.graph.pt	filtering	Filtering	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::com.google.play@2.0.0::proc::install	FILE:npm::com.google.play@2.0.0::file::tsa/client.js	contextual	File artifact is supporting context.		
osp	npm::com.google.play@2.0.0	artifacts/osp_all/npm::com.google.play@2.0.0.graph.pt	filtering	Filtering	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::com.google.play@2.0.0::proc::install	FILE:npm::com.google.play@2.0.0::file::tsa/index.js	contextual	File artifact is supporting context.		
osp	npm::com.google.play@2.0.0	artifacts/osp_all/npm::com.google.play@2.0.0.graph.pt	filtering	Filtering	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::com.google.play@2.0.0::proc::install	FILE:npm::com.google.play@2.0.0::file::dist/appdata.js	contextual	File artifact is supporting context.		
osp	npm::com.google.play@2.0.0	artifacts/osp_all/npm::com.google.play@2.0.0.graph.pt	filtering	Filtering	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::com.google.play@2.0.0::proc::install	FILE:npm::com.google.play@2.0.0::file::tlog/client.js	contextual	File artifact is supporting context.		
osp	npm::com.google.play@2.0.0	artifacts/osp_all/npm::com.google.play@2.0.0.graph.pt	filtering_rarity	Filtering + rarity	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::com.google.play@2.0.0::proc::install	FILE:npm::com.google.play@2.0.0::file::external/package.json	contextual	File artifact is supporting context.		
osp	npm::com.google.play@2.0.0	artifacts/osp_all/npm::com.google.play@2.0.0.graph.pt	filtering_rarity	Filtering + rarity	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::com.google.play@2.0.0::proc::install	FILE:npm::com.google.play@2.0.0::file::tsa/client.js	contextual	File artifact is supporting context.		
osp	npm::com.google.play@2.0.0	artifacts/osp_all/npm::com.google.play@2.0.0.graph.pt	filtering_rarity	Filtering + rarity	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::com.google.play@2.0.0::proc::install	FILE:npm::com.google.play@2.0.0::file::tsa/index.js	contextual	File artifact is supporting context.		
osp	npm::com.google.play@2.0.0	artifacts/osp_all/npm::com.google.play@2.0.0.graph.pt	filtering_rarity	Filtering + rarity	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::com.google.play@2.0.0::proc::install	FILE:npm::com.google.play@2.0.0::file::dist/appdata.js	contextual	File artifact is supporting context.		
osp	npm::com.google.play@2.0.0	artifacts/osp_all/npm::com.google.play@2.0.0.graph.pt	filtering_rarity	Filtering + rarity	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::com.google.play@2.0.0::proc::install	FILE:npm::com.google.play@2.0.0::file::tlog/client.js	contextual	File artifact is supporting context.		
osp	npm::command-injection-avi@0.0.1-security	artifacts/osp_all/npm::command-injection-avi@0.0.1-security.graph.pt	raw_explainer	Raw explainer	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::command-injection-avi@0.0.1-security::proc::install	FILE:npm::command-injection-avi@0.0.1-security::file::dist/timestamp.js	contextual	File artifact is supporting context.		
osp	npm::command-injection-avi@0.0.1-security	artifacts/osp_all/npm::command-injection-avi@0.0.1-security.graph.pt	raw_explainer	Raw explainer	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::command-injection-avi@0.0.1-security::proc::install	FILE:npm::command-injection-avi@0.0.1-security::file::dist/index.js	contextual	File artifact is supporting context.		
osp	npm::command-injection-avi@0.0.1-security	artifacts/osp_all/npm::command-injection-avi@0.0.1-security.graph.pt	raw_explainer	Raw explainer	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::command-injection-avi@0.0.1-security::proc::install	FILE:npm::command-injection-avi@0.0.1-security::file::dist/key.js	contextual	File path offers investigation context.		
osp	npm::command-injection-avi@0.0.1-security	artifacts/osp_all/npm::command-injection-avi@0.0.1-security.graph.pt	raw_explainer	Raw explainer	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::command-injection-avi@0.0.1-security::proc::install	FILE:npm::command-injection-avi@0.0.1-security::file::dist/metadata.js	contextual	File artifact is supporting context.		
osp	npm::command-injection-avi@0.0.1-security	artifacts/osp_all/npm::command-injection-avi@0.0.1-security.graph.pt	raw_explainer	Raw explainer	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::command-injection-avi@0.0.1-security::proc::install	FILE:npm::command-injection-avi@0.0.1-security::file::lib/type-description.js	contextual	File artifact is supporting context.		
osp	npm::command-injection-avi@0.0.1-security	artifacts/osp_all/npm::command-injection-avi@0.0.1-security.graph.pt	filtering	Filtering	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::command-injection-avi@0.0.1-security::proc::install	FILE:npm::command-injection-avi@0.0.1-security::file::dist/timestamp.js	contextual	File artifact is supporting context.		
osp	npm::command-injection-avi@0.0.1-security	artifacts/osp_all/npm::command-injection-avi@0.0.1-security.graph.pt	filtering	Filtering	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::command-injection-avi@0.0.1-security::proc::install	FILE:npm::command-injection-avi@0.0.1-security::file::dist/index.js	contextual	File artifact is supporting context.		
osp	npm::command-injection-avi@0.0.1-security	artifacts/osp_all/npm::command-injection-avi@0.0.1-security.graph.pt	filtering	Filtering	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::command-injection-avi@0.0.1-security::proc::install	FILE:npm::command-injection-avi@0.0.1-security::file::dist/key.js	contextual	File path offers investigation context.		
osp	npm::command-injection-avi@0.0.1-security	artifacts/osp_all/npm::command-injection-avi@0.0.1-security.graph.pt	filtering	Filtering	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::command-injection-avi@0.0.1-security::proc::install	FILE:npm::command-injection-avi@0.0.1-security::file::dist/metadata.js	contextual	File artifact is supporting context.		
osp	npm::command-injection-avi@0.0.1-security	artifacts/osp_all/npm::command-injection-avi@0.0.1-security.graph.pt	filtering	Filtering	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::command-injection-avi@0.0.1-security::proc::install	FILE:npm::command-injection-avi@0.0.1-security::file::lib/type-description.js	contextual	File artifact is supporting context.		
osp	npm::command-injection-avi@0.0.1-security	artifacts/osp_all/npm::command-injection-avi@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::command-injection-avi@0.0.1-security::proc::install	FILE:npm::command-injection-avi@0.0.1-security::file::dist/timestamp.js	contextual	File artifact is supporting context.		
osp	npm::command-injection-avi@0.0.1-security	artifacts/osp_all/npm::command-injection-avi@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::command-injection-avi@0.0.1-security::proc::install	FILE:npm::command-injection-avi@0.0.1-security::file::dist/index.js	contextual	File artifact is supporting context.		
osp	npm::command-injection-avi@0.0.1-security	artifacts/osp_all/npm::command-injection-avi@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::command-injection-avi@0.0.1-security::proc::install	FILE:npm::command-injection-avi@0.0.1-security::file::dist/key.js	contextual	File path offers investigation context.		
osp	npm::command-injection-avi@0.0.1-security	artifacts/osp_all/npm::command-injection-avi@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::command-injection-avi@0.0.1-security::proc::install	FILE:npm::command-injection-avi@0.0.1-security::file::dist/metadata.js	contextual	File artifact is supporting context.		
osp	npm::command-injection-avi@0.0.1-security	artifacts/osp_all/npm::command-injection-avi@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::command-injection-avi@0.0.1-security::proc::install	FILE:npm::command-injection-avi@0.0.1-security::file::lib/type-description.js	contextual	File artifact is supporting context.		
osp	npm::custom-header-js@0.0.1-security	artifacts/osp_all/npm::custom-header-js@0.0.1-security.graph.pt	raw_explainer	Raw explainer	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::custom-header-js@0.0.1-security::proc::install	FILE:npm::custom-header-js@0.0.1-security::file::dist/timestamp.js	contextual	File artifact is supporting context.		
osp	npm::custom-header-js@0.0.1-security	artifacts/osp_all/npm::custom-header-js@0.0.1-security.graph.pt	raw_explainer	Raw explainer	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::custom-header-js@0.0.1-security::proc::install	FILE:npm::custom-header-js@0.0.1-security::file::dist/index.js	contextual	File artifact is supporting context.		
osp	npm::custom-header-js@0.0.1-security	artifacts/osp_all/npm::custom-header-js@0.0.1-security.graph.pt	raw_explainer	Raw explainer	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::custom-header-js@0.0.1-security::proc::install	FILE:npm::custom-header-js@0.0.1-security::file::dist/key.js	contextual	File path offers investigation context.		
osp	npm::custom-header-js@0.0.1-security	artifacts/osp_all/npm::custom-header-js@0.0.1-security.graph.pt	raw_explainer	Raw explainer	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::custom-header-js@0.0.1-security::proc::install	FILE:npm::custom-header-js@0.0.1-security::file::dist/metadata.js	contextual	File artifact is supporting context.		
osp	npm::custom-header-js@0.0.1-security	artifacts/osp_all/npm::custom-header-js@0.0.1-security.graph.pt	raw_explainer	Raw explainer	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::custom-header-js@0.0.1-security::proc::install	FILE:npm::custom-header-js@0.0.1-security::file::lib/type-description.js	contextual	File artifact is supporting context.		
osp	npm::custom-header-js@0.0.1-security	artifacts/osp_all/npm::custom-header-js@0.0.1-security.graph.pt	filtering	Filtering	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::custom-header-js@0.0.1-security::proc::install	FILE:npm::custom-header-js@0.0.1-security::file::dist/timestamp.js	contextual	File artifact is supporting context.		
osp	npm::custom-header-js@0.0.1-security	artifacts/osp_all/npm::custom-header-js@0.0.1-security.graph.pt	filtering	Filtering	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::custom-header-js@0.0.1-security::proc::install	FILE:npm::custom-header-js@0.0.1-security::file::dist/index.js	contextual	File artifact is supporting context.		
osp	npm::custom-header-js@0.0.1-security	artifacts/osp_all/npm::custom-header-js@0.0.1-security.graph.pt	filtering	Filtering	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::custom-header-js@0.0.1-security::proc::install	FILE:npm::custom-header-js@0.0.1-security::file::dist/key.js	contextual	File path offers investigation context.		
osp	npm::custom-header-js@0.0.1-security	artifacts/osp_all/npm::custom-header-js@0.0.1-security.graph.pt	filtering	Filtering	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::custom-header-js@0.0.1-security::proc::install	FILE:npm::custom-header-js@0.0.1-security::file::dist/metadata.js	contextual	File artifact is supporting context.		
osp	npm::custom-header-js@0.0.1-security	artifacts/osp_all/npm::custom-header-js@0.0.1-security.graph.pt	filtering	Filtering	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::custom-header-js@0.0.1-security::proc::install	FILE:npm::custom-header-js@0.0.1-security::file::lib/type-description.js	contextual	File artifact is supporting context.		
osp	npm::custom-header-js@0.0.1-security	artifacts/osp_all/npm::custom-header-js@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::custom-header-js@0.0.1-security::proc::install	FILE:npm::custom-header-js@0.0.1-security::file::dist/timestamp.js	contextual	File artifact is supporting context.		
osp	npm::custom-header-js@0.0.1-security	artifacts/osp_all/npm::custom-header-js@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::custom-header-js@0.0.1-security::proc::install	FILE:npm::custom-header-js@0.0.1-security::file::dist/index.js	contextual	File artifact is supporting context.		
osp	npm::custom-header-js@0.0.1-security	artifacts/osp_all/npm::custom-header-js@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::custom-header-js@0.0.1-security::proc::install	FILE:npm::custom-header-js@0.0.1-security::file::dist/key.js	contextual	File path offers investigation context.		
osp	npm::custom-header-js@0.0.1-security	artifacts/osp_all/npm::custom-header-js@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::custom-header-js@0.0.1-security::proc::install	FILE:npm::custom-header-js@0.0.1-security::file::dist/metadata.js	contextual	File artifact is supporting context.		
osp	npm::custom-header-js@0.0.1-security	artifacts/osp_all/npm::custom-header-js@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::custom-header-js@0.0.1-security::proc::install	FILE:npm::custom-header-js@0.0.1-security::file::lib/type-description.js	contextual	File artifact is supporting context.		
osp	npm::dklive-admin-api@0.0.1-security	artifacts/osp_all/npm::dklive-admin-api@0.0.1-security.graph.pt	raw_explainer	Raw explainer	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dklive-admin-api@0.0.1-security::proc::install	FILE:npm::dklive-admin-api@0.0.1-security::file::dist/timestamp.js	contextual	File artifact is supporting context.		
osp	npm::dklive-admin-api@0.0.1-security	artifacts/osp_all/npm::dklive-admin-api@0.0.1-security.graph.pt	raw_explainer	Raw explainer	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dklive-admin-api@0.0.1-security::proc::install	FILE:npm::dklive-admin-api@0.0.1-security::file::dist/index.js	contextual	File artifact is supporting context.		
osp	npm::dklive-admin-api@0.0.1-security	artifacts/osp_all/npm::dklive-admin-api@0.0.1-security.graph.pt	raw_explainer	Raw explainer	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dklive-admin-api@0.0.1-security::proc::install	FILE:npm::dklive-admin-api@0.0.1-security::file::dist/key.js	contextual	File path offers investigation context.		
osp	npm::dklive-admin-api@0.0.1-security	artifacts/osp_all/npm::dklive-admin-api@0.0.1-security.graph.pt	raw_explainer	Raw explainer	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dklive-admin-api@0.0.1-security::proc::install	FILE:npm::dklive-admin-api@0.0.1-security::file::dist/metadata.js	contextual	File artifact is supporting context.		
osp	npm::dklive-admin-api@0.0.1-security	artifacts/osp_all/npm::dklive-admin-api@0.0.1-security.graph.pt	raw_explainer	Raw explainer	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dklive-admin-api@0.0.1-security::proc::install	FILE:npm::dklive-admin-api@0.0.1-security::file::lib/type-description.js	contextual	File artifact is supporting context.		
osp	npm::dklive-admin-api@0.0.1-security	artifacts/osp_all/npm::dklive-admin-api@0.0.1-security.graph.pt	filtering	Filtering	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dklive-admin-api@0.0.1-security::proc::install	FILE:npm::dklive-admin-api@0.0.1-security::file::dist/timestamp.js	contextual	File artifact is supporting context.		
osp	npm::dklive-admin-api@0.0.1-security	artifacts/osp_all/npm::dklive-admin-api@0.0.1-security.graph.pt	filtering	Filtering	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dklive-admin-api@0.0.1-security::proc::install	FILE:npm::dklive-admin-api@0.0.1-security::file::dist/index.js	contextual	File artifact is supporting context.		
osp	npm::dklive-admin-api@0.0.1-security	artifacts/osp_all/npm::dklive-admin-api@0.0.1-security.graph.pt	filtering	Filtering	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dklive-admin-api@0.0.1-security::proc::install	FILE:npm::dklive-admin-api@0.0.1-security::file::dist/key.js	contextual	File path offers investigation context.		
osp	npm::dklive-admin-api@0.0.1-security	artifacts/osp_all/npm::dklive-admin-api@0.0.1-security.graph.pt	filtering	Filtering	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dklive-admin-api@0.0.1-security::proc::install	FILE:npm::dklive-admin-api@0.0.1-security::file::dist/metadata.js	contextual	File artifact is supporting context.		
osp	npm::dklive-admin-api@0.0.1-security	artifacts/osp_all/npm::dklive-admin-api@0.0.1-security.graph.pt	filtering	Filtering	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dklive-admin-api@0.0.1-security::proc::install	FILE:npm::dklive-admin-api@0.0.1-security::file::lib/type-description.js	contextual	File artifact is supporting context.		
osp	npm::dklive-admin-api@0.0.1-security	artifacts/osp_all/npm::dklive-admin-api@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dklive-admin-api@0.0.1-security::proc::install	FILE:npm::dklive-admin-api@0.0.1-security::file::dist/timestamp.js	contextual	File artifact is supporting context.		
osp	npm::dklive-admin-api@0.0.1-security	artifacts/osp_all/npm::dklive-admin-api@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dklive-admin-api@0.0.1-security::proc::install	FILE:npm::dklive-admin-api@0.0.1-security::file::dist/index.js	contextual	File artifact is supporting context.		
osp	npm::dklive-admin-api@0.0.1-security	artifacts/osp_all/npm::dklive-admin-api@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dklive-admin-api@0.0.1-security::proc::install	FILE:npm::dklive-admin-api@0.0.1-security::file::dist/key.js	contextual	File path offers investigation context.		
osp	npm::dklive-admin-api@0.0.1-security	artifacts/osp_all/npm::dklive-admin-api@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dklive-admin-api@0.0.1-security::proc::install	FILE:npm::dklive-admin-api@0.0.1-security::file::dist/metadata.js	contextual	File artifact is supporting context.		
osp	npm::dklive-admin-api@0.0.1-security	artifacts/osp_all/npm::dklive-admin-api@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dklive-admin-api@0.0.1-security::proc::install	FILE:npm::dklive-admin-api@0.0.1-security::file::lib/type-description.js	contextual	File artifact is supporting context.		
osp	npm::dv360_spend_monitoring_tool@0.0.1-security	artifacts/osp_all/npm::dv360_spend_monitoring_tool@0.0.1-security.graph.pt	raw_explainer	Raw explainer	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dv360_spend_monitoring_tool@0.0.1-security::proc::install	FILE:npm::dv360_spend_monitoring_tool@0.0.1-security::file::dist/target.js	contextual	File artifact is supporting context.		
osp	npm::dv360_spend_monitoring_tool@0.0.1-security	artifacts/osp_all/npm::dv360_spend_monitoring_tool@0.0.1-security.graph.pt	raw_explainer	Raw explainer	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dv360_spend_monitoring_tool@0.0.1-security::proc::install	FILE:npm::dv360_spend_monitoring_tool@0.0.1-security::file::lib/optional-set.js	contextual	File artifact is supporting context.		
osp	npm::dv360_spend_monitoring_tool@0.0.1-security	artifacts/osp_all/npm::dv360_spend_monitoring_tool@0.0.1-security.graph.pt	raw_explainer	Raw explainer	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dv360_spend_monitoring_tool@0.0.1-security::proc::install	FILE:npm::dv360_spend_monitoring_tool@0.0.1-security::file::witness/package.json	contextual	File artifact is supporting context.		
osp	npm::dv360_spend_monitoring_tool@0.0.1-security	artifacts/osp_all/npm::dv360_spend_monitoring_tool@0.0.1-security.graph.pt	raw_explainer	Raw explainer	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dv360_spend_monitoring_tool@0.0.1-security::proc::install	FILE:npm::dv360_spend_monitoring_tool@0.0.1-security::file::lib/override-set.js	contextual	File artifact is supporting context.		
osp	npm::dv360_spend_monitoring_tool@0.0.1-security	artifacts/osp_all/npm::dv360_spend_monitoring_tool@0.0.1-security.graph.pt	raw_explainer	Raw explainer	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dv360_spend_monitoring_tool@0.0.1-security::proc::install	FILE:npm::dv360_spend_monitoring_tool@0.0.1-security::file::tuf/package.json	contextual	File artifact is supporting context.		
osp	npm::dv360_spend_monitoring_tool@0.0.1-security	artifacts/osp_all/npm::dv360_spend_monitoring_tool@0.0.1-security.graph.pt	filtering	Filtering	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dv360_spend_monitoring_tool@0.0.1-security::proc::install	FILE:npm::dv360_spend_monitoring_tool@0.0.1-security::file::dist/target.js	contextual	File artifact is supporting context.		
osp	npm::dv360_spend_monitoring_tool@0.0.1-security	artifacts/osp_all/npm::dv360_spend_monitoring_tool@0.0.1-security.graph.pt	filtering	Filtering	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dv360_spend_monitoring_tool@0.0.1-security::proc::install	FILE:npm::dv360_spend_monitoring_tool@0.0.1-security::file::lib/optional-set.js	contextual	File artifact is supporting context.		
osp	npm::dv360_spend_monitoring_tool@0.0.1-security	artifacts/osp_all/npm::dv360_spend_monitoring_tool@0.0.1-security.graph.pt	filtering	Filtering	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dv360_spend_monitoring_tool@0.0.1-security::proc::install	FILE:npm::dv360_spend_monitoring_tool@0.0.1-security::file::witness/package.json	contextual	File artifact is supporting context.		
osp	npm::dv360_spend_monitoring_tool@0.0.1-security	artifacts/osp_all/npm::dv360_spend_monitoring_tool@0.0.1-security.graph.pt	filtering	Filtering	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dv360_spend_monitoring_tool@0.0.1-security::proc::install	FILE:npm::dv360_spend_monitoring_tool@0.0.1-security::file::lib/override-set.js	contextual	File artifact is supporting context.		
osp	npm::dv360_spend_monitoring_tool@0.0.1-security	artifacts/osp_all/npm::dv360_spend_monitoring_tool@0.0.1-security.graph.pt	filtering	Filtering	5	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dv360_spend_monitoring_tool@0.0.1-security::proc::install	FILE:npm::dv360_spend_monitoring_tool@0.0.1-security::file::tuf/package.json	contextual	File artifact is supporting context.		
osp	npm::dv360_spend_monitoring_tool@0.0.1-security	artifacts/osp_all/npm::dv360_spend_monitoring_tool@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	1	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dv360_spend_monitoring_tool@0.0.1-security::proc::install	FILE:npm::dv360_spend_monitoring_tool@0.0.1-security::file::dist/target.js	contextual	File artifact is supporting context.		
osp	npm::dv360_spend_monitoring_tool@0.0.1-security	artifacts/osp_all/npm::dv360_spend_monitoring_tool@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	2	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dv360_spend_monitoring_tool@0.0.1-security::proc::install	FILE:npm::dv360_spend_monitoring_tool@0.0.1-security::file::lib/optional-set.js	contextual	File artifact is supporting context.		
osp	npm::dv360_spend_monitoring_tool@0.0.1-security	artifacts/osp_all/npm::dv360_spend_monitoring_tool@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	3	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dv360_spend_monitoring_tool@0.0.1-security::proc::install	FILE:npm::dv360_spend_monitoring_tool@0.0.1-security::file::witness/package.json	contextual	File artifact is supporting context.		
osp	npm::dv360_spend_monitoring_tool@0.0.1-security	artifacts/osp_all/npm::dv360_spend_monitoring_tool@0.0.1-security.graph.pt	filtering_rarity	Filtering + rarity	4	-2.7183153e-06	PROC|READ|FILE	PROC:npm::dv360_spend_monitoring_tool@0.0.1-security::proc::install	FILE:npm::dv360_spend_monitoring_tool@0.0.1-security::file::lib/override-set.js	contextual	File artifact is supporting context.		
